Player;Club;Age;Position;Nation;Value;League;MP;Min;Gls;Ast;Yellow Cards;Red Cards;Total Shots;Total Shots on Target;Goal Creating Actions;Touches;Total Successful Dribbles;Total Tackles Won
Rui Patricio;AS Roma;33;Goalkeeper;Portugal;9000000;Serie A;37;3329;0;0;1;0;0;0;0;862;0;0
Simon Kjaer;AC Milan;32;Defender;Denmark;9000000;Serie A;28;2393;0;2;3;0;15;2;2;1765;0;21
Dennis Geiger;TSG 1899 Hoffenheim;23;midfield;Germany;9000000;Bundesliga;9;658;1;1;4;1;7;3;1;408;4;11
Robert Skov;TSG 1899 Hoffenheim;25;attack;Denmark;9000000;Bundesliga;23;1164;1;0;0;1;32;7;1;686;18;15
Amin Younes;Eintracht Frankfurt;28;midfield;Germany;9000000;Bundesliga;26;1391;3;3;5;0;33;13;7;909;62;19
Ruben Vezo;Levante UD;27;Defender;Portugal;9000000;La Liga;32;2316;1;0;7;0;5;2;1;1597;7;24
Malang Sarr;Chelsea FC;22;Defender;France;9000000;Premier League;;;;;;;;;;;;
Amine Harit;FC Schalke 04;24;midfield;Morocco;9000000;Bundesliga;28;2101;2;5;4;0;22;5;7;1161;97;17
Nikola Maksimovic;Genoa CFC;29;Defender;Serbia;9000000;Serie A;17;1207;0;0;1;0;5;1;0;1080;4;6
Jeremie Frimpong;Bayer 04 Leverkusen;20;Defender;Netherlands;9000000;Bundesliga;10;436;0;0;1;0;3;0;2;362;18;3
Oliver Skipp;Tottenham Hotspur;20;midfield;England;9000000;Premier League;;;;;;;;;;;;
Benjamin Lecomte;Atlético de Madrid;30;Goalkeeper;France;9000000;La Liga;28;2520;0;0;1;0;0;0;0;1063;0;0
Diogo Dalot;Manchester United;22;Defender;Portugal;9000000;Premier League;21;1090;1;1;5;0;10;5;3;764;9;17
Gerard Pique;FC Barcelona;34;Defender;Spain;9000000;La Liga;18;1481;0;0;4;0;8;2;1;1368;1;13
Pape Matar Sarr;FC Metz;18;midfield;Senegal;9000000;Ligue 1;22;1594;3;0;5;0;31;8;4;1151;18;27
Paul Bernardoni;SCO Angers;24;Goalkeeper;France;9000000;Ligue 1;38;3420;0;0;1;0;0;0;0;1077;0;1
Grady Diangana;West Bromwich Albion;23;attack;England;9000000;Premier League;20;1235;1;0;0;0;14;5;1;580;24;19
Pau Lopez;Olympique Marseille;26;Goalkeeper;Spain;9000000;Ligue 1;21;1817;0;0;0;0;0;0;0;715;0;0
Roberto Pereyra;Udinese Calcio;30;midfield;Argentina;9000000;Serie A;34;2925;5;7;8;0;26;6;11;1648;36;16
Gerard Deulofeu;Udinese Calcio;27;attack;Spain;9000000;Serie A;13;598;1;1;0;0;16;9;5;315;10;2
Mohamed Elneny;Arsenal FC;29;midfield;Egypt;9000000;Premier League;23;1544;1;0;3;0;9;2;0;1102;7;11
Marvin Friedrich;1.FC Union Berlin;25;Defender;Germany;9000000;Bundesliga;34;3060;5;2;1;0;24;6;5;2164;12;39
Isaac Hayden;Newcastle;26;midfield;England;9000000;Premier League;24;1942;0;0;8;0;13;2;0;1031;10;34
Marc Roca;Bayern Munich;24;midfield;Spain;9000000;Bundesliga;6;177;0;0;1;0;3;0;0;145;5;4
Nicolas Dominguez;Bologna FC 1909;23;midfield;Argentina;9000000;Serie A;28;1255;1;0;8;0;18;5;0;878;9;35
Oliver McBurnie;Sheffield United;25;attack;Scotland;9000000;Premier League;23;1324;1;0;2;0;30;12;3;602;9;7
Roberto Soriano;Bologna FC 1909;30;midfield;Italy;9000000;Serie A;37;3250;9;6;5;0;61;19;13;1885;41;32
Marko Arnautovic;Bologna FC 1909;32;attack;Austria;9000000;Serie A;;;;;;;;;;;;
Dennis Man;Parma Calcio 1913;23;attack;Romania;9000000;Serie A;14;699;2;1;1;0;19;6;4;348;13;4
Ezequiel Avila;CA Osasuna;27;attack;Argentina;9000000;La Liga;8;202;0;0;0;0;8;2;0;87;0;2
Pape Gueye;Olympique Marseille;22;midfield;France;9000000;Ligue 1;32;2058;2;0;11;1;17;4;4;1646;12;35
Ryan Fraser;Newcastle;27;attack;Scotland;9000000;Premier League;18;928;0;2;2;1;13;6;4;439;4;1
Manuel Lanzini;West Ham United;28;midfield;Argentina;9000000;Premier League;17;566;1;1;1;0;12;3;4;444;8;6
Mariano;Real Madrid;28;attack;Dominican Republic;9000000;La Liga;16;513;1;0;0;0;15;3;1;167;12;2
Ivan Perisic;Inter Milan;32;midfield;Croatia;9000000;Serie A;32;1795;4;3;3;0;35;10;8;1019;7;11
Luka Modric;Real Madrid;35;midfield;Croatia;9000000;La Liga;35;2733;5;3;4;0;45;15;7;2576;56;26
Mitchel Bakker;Bayer 04 Leverkusen;21;Defender;Netherlands;9000000;Bundesliga;26;1694;0;2;1;0;2;2;3;1488;13;28
Darwin Machis;Granada CF;28;attack;Venezuela;9000000;La Liga;32;2026;4;5;1;0;47;20;12;859;52;19
Adil Aouchiche;AS Saint-Étienne;19;midfield;France;9000000;Ligue 1;34;1731;2;5;2;0;27;12;8;1064;33;21
Ruben Garcia;CA Osasuna;28;attack;Spain;9000000;La Liga;37;2718;3;5;2;0;30;7;9;1539;27;39
Federico Dimarco;Inter Milan;23;Defender;Italy;9000000;Serie A;35;2613;5;3;6;0;38;14;6;2151;14;25
Nacho Iglesias;Real Madrid;31;Defender;Spain;9000000;La Liga;24;2000;1;0;8;0;11;3;4;1427;7;21
Facundo Medina;RC Lens;22;Defender;Argentina;9000000;Ligue 1;24;2007;2;0;11;0;9;4;1;1793;9;33
Trezeguet;Aston Villa;26;attack;Egypt;9000000;Premier League;21;1166;2;1;0;0;35;12;2;519;26;18
Kevin Kampl;RB Leipzig;30;midfield;Slovenia;9000000;Bundesliga;27;1932;0;1;6;0;14;1;7;1612;18;42
Nahuel Molina;Udinese Calcio;23;Defender;Argentina;9000000;Serie A;29;1828;2;5;1;0;16;6;12;1216;20;20
Luuk de Jong;FC Barcelona;31;attack;Netherlands;9000000;La Liga;34;1268;4;0;3;0;32;11;1;504;11;5
Munir El Haddadi;Sevilla FC;26;attack;Morocco;9000000;La Liga;24;845;4;2;2;0;32;13;3;478;14;9
Daniel Parejo;Villarreal CF;32;midfield;Spain;9000000;La Liga;36;3112;3;5;4;0;26;9;12;3029;32;56
Alfred Duncan;ACF Fiorentina;28;midfield;Ghana;9000000;Serie A;23;1230;0;1;2;0;8;0;2;819;18;16
Marc Bartra;Real Betis Balompié;30;Defender;Spain;9000000;La Liga;19;1694;0;1;3;0;11;4;1;1158;6;10
Wataru Endo;VfB Stuttgart;28;midfield;Japan;9000000;Bundesliga;33;2955;3;3;5;0;27;14;6;2232;29;62
Uros Racic;Valencia CF;23;midfield;Serbia;9000000;La Liga;31;2187;1;1;6;0;35;10;4;1335;18;26
Francesco Acerbi;SS Lazio;33;Defender;Italy;9000000;Serie A;32;2813;0;1;9;1;8;0;4;2382;11;38
Armando Izzo;Torino FC;29;Defender;Italy;9000000;Serie A;25;2004;2;0;3;0;15;3;0;1413;7;24
Florentino Luis;Getafe CF;22;midfield;Portugal;9000000;La Liga;9;241;0;0;1;0;1;0;0;191;2;8
Gleison Bremer;Torino FC;24;Defender;Brazil;9000000;Serie A;33;2935;5;0;2;0;26;9;2;2020;6;41
Bobby Reid;Fulham FC;28;midfield;Jamaica;9000000;Premier League;33;2372;5;2;7;0;34;8;5;1119;28;20
Marko Rog;Cagliari;26;midfield;Croatia;9000000;Serie A;14;1165;0;0;2;0;8;2;1;748;21;25
Ellyes Skhiri;1. FC Köln;26;midfield;Tunisia;9000000;Bundesliga;32;2785;5;2;5;0;17;7;4;1867;14;51
Jose Luis Palomino;Atalanta BC;31;Defender;Argentina;9000000;Serie A;36;2428;1;2;3;0;4;1;3;1796;1;43
Helder Costa;Valencia CF;27;attack;Angola;9000000;La Liga;22;1156;3;3;0;0;16;6;6;502;19;15
Romain Saiss;Wolverhampton Wanderers;31;Defender;Morocco;9000000;Premier League;27;2407;3;0;2;0;30;12;1;1740;8;18
Adam Marusic;SS Lazio;28;midfield;Montenegro;9000000;Serie A;36;2966;2;3;3;0;27;12;6;1912;27;28
Felipe Anderson;SS Lazio;28;attack;Brazil;9000000;Serie A;;;;;;;;;;;;
Sergio Ramos;Paris Saint-Germain;35;Defender;Spain;9000000;Ligue 1;15;1275;2;0;3;0;15;4;1;1225;5;12
Borja Iglesias;Real Betis Balompié;28;attack;Spain;9000000;La Liga;28;1411;11;0;2;0;34;10;6;434;8;0
Mario Lemina;OGC Nice;28;midfield;Gabon;9000000;Ligue 1;28;1703;1;0;5;0;18;2;2;1099;28;36
Andoni Gorosabel;Real Sociedad;25;Defender;Spain;9000000;La Liga;32;2382;0;1;3;0;9;2;6;1688;11;35
Mouctar Diakhaby;Valencia CF;24;Defender;France;9000000;La Liga;26;2079;1;0;4;1;11;4;0;1214;3;15
Alvaro Odriozola;ACF Fiorentina;25;Defender;Spain;9000000;Serie A;13;829;2;0;0;0;3;2;1;545;7;5
Terem Moffi;FC Lorient;22;attack;Nigeria;9000000;Ligue 1;32;2073;14;2;2;0;55;24;8;699;25;5
Yannick Gerhardt;VfL Wolfsburg;27;midfield;Germany;9000000;Bundesliga;29;1936;2;4;3;0;31;11;7;1037;13;37
Harrison Reed;Fulham FC;26;midfield;England;9000000;Premier League;31;2247;0;2;5;0;13;4;3;1709;15;42
Jens Petter Hauge;Eintracht Frankfurt;21;attack;Norway;8550000;Bundesliga;18;532;2;0;0;0;7;3;4;261;14;4
Denis Bouanga;AS Saint-Étienne;26;attack;Gabon;8100000;Ligue 1;36;2720;7;4;7;0;97;35;13;1371;67;43
Jeff Hendrick;Newcastle;29;midfield;Ireland;8100000;Premier League;22;1422;2;1;3;1;11;2;2;656;10;4
Suat Serdar;Hertha BSC;24;midfield;Germany;8100000;Bundesliga;25;1953;1;3;3;0;32;9;3;939;36;36
Pol Lirola;Olympique Marseille;24;Defender;Spain;8100000;Ligue 1;31;2051;2;3;6;0;12;4;4;1382;42;20
Khephren Thuram-Ulie;OGC Nice;20;midfield;France;8100000;Ligue 1;29;1494;2;0;3;0;10;4;5;1108;16;22
David Soria;Getafe CF;28;Goalkeeper;Spain;8100000;La Liga;28;2520;0;0;2;0;0;0;1;927;0;0
Jordan Torunarigha;Hertha BSC;24;Defender;Germany;8100000;Bundesliga;14;969;0;0;5;0;4;1;1;771;5;7
Fabian Schar;Newcastle;29;Defender;Switzerland;8100000;Premier League;18;1246;1;0;4;1;10;4;1;737;7;9
Solly March;"Brighton &amp; Hove Albion";27;midfield;England;8100000;Premier League;21;1672;2;1;0;0;22;4;3;1197;35;35
Iago Aspas;Celta de Vigo;34;attack;Spain;8100000;La Liga;33;2864;14;13;9;0;43;22;26;1556;58;6
Papu Gomez;Sevilla FC;33;attack;Argentina;8100000;La Liga;28;1580;7;3;0;0;47;22;7;1237;35;11
Nathanael Mbuku;Stade Reims;19;attack;France;8100000;Ligue 1;32;2210;4;1;3;0;39;18;6;852;36;22
Sergio Busquets;FC Barcelona;33;midfield;Spain;8100000;La Liga;36;2517;0;5;9;0;3;1;10;2943;13;40
Erick Pulgar;ACF Fiorentina;27;midfield;Chile;8100000;Serie A;31;2002;1;3;8;0;16;3;5;1345;11;32
Cristiano Biraghi;ACF Fiorentina;29;Defender;Italy;8100000;Serie A;35;2803;1;5;8;0;25;6;7;1984;16;20
Filip Duricic;US Sassuolo;29;midfield;Serbia;8100000;Serie A;32;2079;5;4;5;0;55;13;14;1240;34;22
Marco Silvestri;Udinese Calcio;30;Goalkeeper;Italy;8100000;Serie A;34;3060;0;0;1;0;0;0;0;1097;0;0
Christian Benteke;Crystal Palace;30;attack;Belgium;8100000;Premier League;30;1816;10;1;3;1;71;33;5;848;16;9
Pascal Struijk;Leeds United;22;Defender;Netherlands;8100000;Premier League;27;2075;1;0;3;0;14;4;2;1542;4;29
Toma Basic;SS Lazio;24;midfield;Croatia;8100000;Serie A;34;2601;4;1;7;0;45;17;3;1596;21;22
Carlos Fernandez;Real Sociedad;25;attack;Spain;8100000;La Liga;16;533;1;2;5;0;9;5;3;245;4;1
Ante Budimir;CA Osasuna;30;attack;Croatia;8100000;La Liga;30;1625;11;0;3;0;47;23;1;637;11;15
Waldemar Anton;VfB Stuttgart;25;Defender;Germany;8100000;Bundesliga;31;2711;0;1;3;0;12;4;5;2397;10;23
Vedat Muriqi;SS Lazio;27;attack;Kosovo;8100000;Serie A;27;832;1;0;1;0;32;7;2;388;6;3
Ibrahima Niane;FC Metz;22;attack;Senegal;8100000;Ligue 1;10;663;6;0;0;0;22;8;2;258;11;1
Tom Cairney;Fulham FC;30;midfield;Scotland;8100000;Premier League;10;759;1;1;2;0;12;4;2;689;12;4
Martin Braithwaite;FC Barcelona;30;attack;Denmark;8100000;La Liga;29;1175;2;2;3;0;23;7;4;408;11;6
Reinildo Mandava;LOSC Lille;27;Defender;Mozambique;8100000;Ligue 1;29;2180;0;0;2;1;4;0;3;1843;24;52
Daley Sinkgraven;Bayer 04 Leverkusen;26;Defender;Netherlands;8100000;Bundesliga;22;1570;0;0;4;0;6;1;3;1494;35;23
Jordan Amavi;Olympique Marseille;27;Defender;France;8100000;Ligue 1;13;813;1;0;3;1;4;1;5;574;13;12
Jerdy Schouten;Bologna FC 1909;24;midfield;Netherlands;8100000;Serie A;34;2512;1;1;8;1;9;4;1;1669;39;40
Sergio Asenjo;Villarreal CF;32;Goalkeeper;Spain;8100000;La Liga;36;3240;0;0;2;0;0;0;1;1376;0;0
Randal Kolo Muani;FC Nantes;22;attack;France;8100000;Ligue 1;37;3029;9;4;3;0;61;25;16;1120;56;20
Javairo Dilrosun;FC Girondins Bordeaux;23;attack;Netherlands;8100000;Ligue 1;12;529;0;1;0;0;8;1;3;248;12;5
Lys Mousset;Sheffield United;25;attack;France;8100000;Premier League;11;296;0;0;0;0;4;2;0;92;4;0
Tuta;Eintracht Frankfurt;22;Defender;Brazil;8100000;Bundesliga;19;1459;0;0;5;0;4;0;3;1180;6;14
Jeffrey Schlupp;Crystal Palace;28;midfield;Ghana;8100000;Premier League;27;1428;2;3;3;0;18;10;6;675;32;20
Yacine Adli;FC Girondins Bordeaux;21;midfield;France;8100000;Ligue 1;35;2418;2;5;6;0;24;9;8;1942;55;62
John Egan;Sheffield United;28;Defender;Ireland;8100000;Premier League;31;2629;0;1;7;1;14;3;1;1406;2;30
Luca Pellegrini;Juventus FC;22;Defender;Italy;8100000;Serie A;11;639;0;1;2;0;5;0;1;429;15;9
Predrag Rajkovic;Stade Reims;25;Goalkeeper;Serbia;8100000;Ligue 1;37;3285;0;0;2;0;0;0;1;1564;0;0
Stanislav Lobotka;SSC Napoli;26;midfield;Slovakia;8100000;Serie A;;;;;;;;;;;;
Dries Mertens;SSC Napoli;34;attack;Belgium;8100000;Serie A;29;1459;9;8;2;0;55;20;10;638;13;15
Hugo Lloris;Tottenham Hotspur;34;Goalkeeper;France;8100000;Premier League;38;3420;0;0;0;0;0;0;1;1127;1;0
Mert Muldur;US Sassuolo;22;Defender;Turkey;8100000;Serie A;28;1672;0;0;2;0;15;1;1;1226;24;18
Axel Witsel;Borussia Dortmund;32;midfield;Belgium;8100000;Bundesliga;15;1130;0;0;4;0;12;2;1;901;9;15
Eddy Salcedo;Spezia Calcio;19;attack;Italy;7650000;Serie A;21;755;2;0;3;0;21;10;2;380;10;2
Jerome Boateng;Olympique Lyon;32;Defender;Germany;7650000;Ligue 1;29;2368;1;1;6;0;8;3;3;2190;6;17
Matteo Gabbia;AC Milan;21;Defender;Italy;7650000;Serie A;8;557;0;0;2;0;5;0;0;413;0;4
Valentin Mihaila;Parma Calcio 1913;21;attack;Romania;7650000;Serie A;16;698;3;0;2;0;19;10;4;298;14;3
Marin Pongracic;Borussia Dortmund;23;Defender;Croatia;7650000;Bundesliga;10;575;0;0;2;1;1;0;0;402;1;9
Moi Gomez;Villarreal CF;27;attack;Spain;7200000;La Liga;35;2563;4;0;1;0;24;10;4;1561;44;15
Leonardo Bonucci;Juventus FC;34;Defender;Italy;7200000;Serie A;26;2028;2;0;4;0;16;3;1;1670;4;15
Neco Williams;Liverpool FC;20;Defender;Wales;7200000;Premier League;6;249;0;0;1;0;2;0;0;244;6;5
Karlan Grant;West Bromwich Albion;23;attack;England;7200000;Premier League;21;1127;1;0;1;0;16;9;1;359;12;3
Nathaniel Phillips;Liverpool FC;24;Defender;England;7200000;Premier League;17;1456;1;1;2;0;13;1;1;1284;1;12
Djibril Sidibe;AS Monaco;29;Defender;France;7200000;Ligue 1;30;1980;0;2;3;0;4;0;4;2040;10;36
Zinedine Ferhat;Nîmes Olympique;28;midfield;Algeria;7200000;Ligue 1;33;2957;6;10;2;0;61;22;22;1708;64;19
Sam Johnstone;West Bromwich Albion;28;Goalkeeper;England;7200000;Premier League;37;3330;0;1;1;0;0;0;1;1416;0;0
Luis Henrique;Olympique Marseille;19;attack;Brazil;7200000;Ligue 1;19;675;0;5;0;0;6;4;6;369;18;2
El Bilal Toure;Stade Reims;19;attack;Mali;7200000;Ligue 1;33;1245;4;1;4;0;20;9;3;440;10;14
Aissa Mandi;Villarreal CF;29;Defender;Algeria;7200000;La Liga;28;2392;3;1;6;2;9;7;1;1719;2;20
Ivan Ilic;Hellas Verona;20;midfield;Serbia;7200000;Serie A;29;1835;2;0;2;0;12;3;0;1325;30;14
Leonardo Balerdi;Olympique Marseille;22;Defender;Argentina;7200000;Ligue 1;21;1634;2;0;6;1;13;4;0;1261;8;21
Nemanja Matic;Manchester United;33;midfield;Serbia;7200000;Premier League;20;1106;0;0;2;0;6;3;3;1088;15;15
Florian Muller;VfB Stuttgart;23;Goalkeeper;Germany;7200000;Bundesliga;31;2790;0;0;0;0;0;0;1;1422;1;0
Diego Lainez;Real Betis Balompié;21;attack;Mexico;7200000;La Liga;21;862;0;2;5;0;14;4;6;505;27;9
Davide Zappacosta;Atalanta BC;29;Defender;Italy;7200000;Serie A;25;2045;4;2;3;0;43;13;6;1367;30;19
Chris Wood;Burnley FC;29;attack;New Zealand;7200000;Premier League;33;2741;12;3;0;0;67;37;8;967;13;11
Fabien Centonze;FC Metz;25;Defender;France;7200000;Ligue 1;36;3221;1;0;9;0;25;7;5;2385;71;55
Adolfo Gaich;SD Huesca;22;attack;Argentina;7200000;La Liga;15;768;2;0;1;0;23;7;3;261;10;3
Marc-Oliver Kempf;VfB Stuttgart;26;Defender;Germany;7200000;Bundesliga;32;2727;2;1;5;0;16;6;2;2198;21;42
Samuel Umtiti;FC Barcelona;27;Defender;France;7200000;La Liga;13;645;0;0;1;0;2;1;0;666;1;5
Nampalys Mendy;Leicester City;29;midfield;Senegal;7200000;Premier League;23;1459;0;1;5;0;4;2;2;1110;6;22
Ignatius Ganago;RC Lens;22;attack;Cameroon;7200000;Ligue 1;24;1304;7;0;0;0;40;18;8;478;22;3
Stephy Mavididi;Montpellier HSC;23;attack;England;7200000;Ligue 1;35;2030;9;0;3;0;31;17;5;808;32;6
Joselu;Deportivo Alavés;31;attack;Spain;7200000;La Liga;37;3026;11;3;1;0;89;30;7;1486;30;21
Jonas Omlin;Montpellier HSC;27;Goalkeeper;Switzerland;7200000;Ligue 1;31;2673;0;0;0;1;0;0;0;1052;1;0
Stuart Armstrong;Southampton FC;29;midfield;Scotland;7200000;Premier League;33;2764;4;5;3;0;54;12;15;1664;56;41
Demarai Gray;Everton FC;25;attack;England;7200000;Premier League;10;442;1;2;0;0;15;7;2;244;13;3
Ryan Bertrand;Leicester City;32;Defender;England;7200000;Premier League;29;2598;0;1;5;0;8;3;3;1802;5;43
Mario Rui;SSC Napoli;30;Defender;Portugal;7200000;Serie A;27;1669;0;2;4;0;19;2;6;1555;15;19
Hannes Wolf;Borussia Mönchengladbach;22;midfield;Austria;7200000;Bundesliga;32;1378;3;2;2;0;16;7;8;759;19;19
Ondrej Duda;1. FC Köln;26;midfield;Slovakia;7200000;Bundesliga;32;2537;7;5;8;1;47;13;8;1601;56;29
Hamari Traore;Stade Rennais FC;29;Defender;Mali;7200000;Ligue 1;35;3000;1;1;4;0;24;5;6;2740;25;44
Robert Sanchez;"Brighton &amp; Hove Albion";23;Goalkeeper;Spain;7200000;Premier League;27;2430;0;0;2;0;0;0;0;1148;0;0
Niklas Dorsch;FC Augsburg;23;midfield;Germany;7200000;Bundesliga;;;;;;;;;;;;
Dedryck Boyata;Hertha BSC;30;Defender;Belgium;7200000;Bundesliga;19;1545;1;0;3;0;10;1;0;1180;2;8
Japhet Tanganga;Tottenham Hotspur;22;Defender;England;7200000;Premier League;6;487;0;0;2;0;2;0;0;272;12;4
Jairo Riedewald;Crystal Palace;24;midfield;Netherlands;7200000;Premier League;33;1820;2;0;4;0;8;2;0;807;12;21
Nayef Aguerd;Stade Rennais FC;25;Defender;Morocco;7200000;Ligue 1;35;3147;3;1;6;0;29;6;1;3019;8;37
Adam Ounas;SSC Napoli;24;attack;Algeria;7200000;Serie A;22;1507;4;4;1;0;31;10;9;842;66;5
Marko Dmitrovic;Sevilla FC;29;Goalkeeper;Serbia;7200000;La Liga;35;3120;1;0;0;0;1;0;0;1159;1;1
Luka Milivojevic;Crystal Palace;30;midfield;Serbia;7200000;Premier League;31;2359;1;1;8;1;17;5;3;1529;14;44
Pavel Kaderabek;TSG 1899 Hoffenheim;29;Defender;Czech Republic;7200000;Bundesliga;20;1588;0;4;3;0;10;4;6;1104;8;15
Keita Balde;Cagliari;26;attack;Senegal;7200000;Serie A;25;1197;7;1;4;1;44;19;5;499;14;7
Samu Castillejo;AC Milan;26;attack;Spain;7200000;Serie A;28;1181;1;0;5;0;25;7;3;631;24;17
Junior Firpo;Leeds United;25;Defender;Dominican Republic;7200000;Premier League;7;289;1;1;2;0;1;1;1;268;3;2
Xeka;LOSC Lille;26;midfield;Portugal;7200000;Ligue 1;33;1200;1;2;6;0;18;5;4;1020;4;27
Steven Nzonzi;AS Roma;32;midfield;France;7200000;Serie A;34;2908;1;1;8;1;19;4;1;3087;14;26
Hassane Kamara;OGC Nice;27;Defender;Cote d'Ivoire;7200000;Ligue 1;36;2960;2;1;3;0;27;4;1;2305;35;27
Jordan Ayew;Crystal Palace;29;attack;Ghana;7200000;Premier League;33;2096;1;3;4;0;25;11;7;1027;45;33
Axel Tuanzebe;Aston Villa;23;Defender;England;7200000;Premier League;9;404;0;0;2;0;0;0;0;316;0;5
Paulo Otavio;VfL Wolfsburg;26;Defender;Brazil;7200000;Bundesliga;23;1737;0;2;7;1;15;4;2;1324;25;40
Fernando Pacheco;Deportivo Alavés;29;Goalkeeper;Spain;7200000;La Liga;38;3349;0;0;1;0;0;0;0;1175;0;0
Romain Perraud;Southampton FC;23;Defender;France;7200000;Premier League;36;3140;3;7;4;0;43;11;14;2446;32;45
Matias Vecino;Inter Milan;30;midfield;Uruguay;7200000;Serie A;8;283;1;1;0;0;5;3;2;152;2;1
Carles Perez;AS Roma;23;attack;Spain;7200000;Serie A;21;773;2;1;0;0;23;8;5;414;16;5
Simone Verdi;Torino FC;29;midfield;Italy;7200000;Serie A;33;1620;1;5;6;0;41;12;8;922;29;15
Gael Kakuta;RC Lens;30;midfield;DR Congo;7200000;Ligue 1;35;2394;11;5;3;0;45;8;11;1519;45;27
Jonathan Clauss;RC Lens;28;Defender;France;7200000;Ligue 1;33;2521;3;6;2;0;35;14;12;1719;20;27
Giulio Maggiore;Spezia Calcio;23;midfield;Italy;6750000;Serie A;33;2214;3;1;3;0;39;14;5;1132;17;48
Hugo Guillamon;Valencia CF;21;Defender;Spain;6750000;La Liga;25;1988;1;0;8;0;8;1;1;1395;2;14
German Pezzella;Real Betis Balompié;30;Defender;Argentina;6750000;La Liga;32;2743;1;0;5;0;18;2;1;1426;1;26
Robin Knoche;1.FC Union Berlin;29;Defender;Germany;6750000;Bundesliga;34;3042;1;0;4;0;11;4;2;2387;5;34
Antonio Sanabria;Torino FC;25;attack;Paraguay;6750000;Serie A;30;1910;8;1;4;0;43;23;5;717;18;10
Alexis Sanchez;Inter Milan;32;attack;Chile;6750000;Serie A;30;1146;7;5;0;0;28;15;15;718;28;10
Sebastian Walukiewicz;Cagliari;21;Defender;Poland;6750000;Serie A;19;1618;0;1;1;0;3;1;2;1001;7;14
David Garcia;CA Osasuna;27;Defender;Spain;6750000;La Liga;35;3150;1;0;8;0;14;1;1;1712;1;29
Marcelo;Real Madrid;33;Defender;Brazil;6750000;La Liga;16;1050;0;2;3;0;12;0;3;988;16;17
Marcelo;Real Madrid;33;Defender;Brazil;6750000;La Liga;16;1050;0;2;3;0;12;0;3;988;16;17
Marcelo;Olympique Lyon;34;Defender;Brazil;2700000;Ligue 1;16;1050;0;2;3;0;12;0;3;988;16;17
Marcelo;Olympique Lyon;34;Defender;Brazil;2700000;Ligue 1;16;1050;0;2;3;0;12;0;3;988;16;17
Maximilian Eggestein;SC Freiburg;24;midfield;Germany;6750000;Bundesliga;33;2942;2;5;5;0;22;5;9;1700;16;44
Keven Schlotterbeck;SC Freiburg;24;Defender;Germany;6750000;Bundesliga;24;1654;0;0;3;0;9;1;0;1011;4;12
Nico Schlotterbeck;SC Freiburg;21;Defender;Germany;6750000;Bundesliga;16;1285;1;0;4;1;23;8;1;987;9;20
Okay Yokuslu;Celta de Vigo;27;midfield;Turkey;6750000;La Liga;28;1779;0;1;8;1;15;0;2;1049;24;43
Ander Guevara;Real Sociedad;24;midfield;Spain;6750000;La Liga;31;2081;1;1;5;0;9;2;3;1600;15;31
Mattia De Sciglio;Juventus FC;28;Defender;Italy;6750000;Serie A;29;1467;0;1;4;1;4;2;2;1122;8;23
Cristian Tello;Real Betis Balompié;30;attack;Spain;6750000;La Liga;29;1283;5;3;2;1;35;14;5;648;19;9
Chris Richards;TSG 1899 Hoffenheim;21;Defender;United States;6750000;Bundesliga;14;1033;0;2;1;0;3;0;2;900;3;14
Marco Friedl;SV Werder Bremen;23;Defender;Austria;6750000;Bundesliga;32;2785;0;0;6;0;8;1;2;2038;8;43
Liam Cooper;Leeds United;30;Defender;Scotland;6300000;Premier League;25;2185;1;0;4;1;15;8;2;1864;3;47
Gabriele Zappa;Cagliari;21;Defender;Italy;6300000;Serie A;34;2395;0;4;3;0;12;1;8;1565;25;23
Dario Benedetto;Elche CF;31;attack;Argentina;6300000;La Liga;32;1579;5;3;3;2;37;14;8;527;15;2
Alvaro Gonzalez;Olympique Marseille;31;Defender;Spain;6300000;Ligue 1;32;2831;2;3;14;0;16;3;4;2173;4;20
Moses Simon;FC Nantes;26;attack;Nigeria;6300000;Ligue 1;33;2324;6;5;2;0;37;16;7;1044;50;17
Morten Thorsby;UC Sampdoria;25;midfield;Norway;6300000;Serie A;33;2648;3;1;10;0;24;9;3;1311;12;58
Alfred Gomis;Stade Rennais FC;27;Goalkeeper;Senegal;6300000;Ligue 1;27;2430;0;0;1;0;0;0;0;926;0;0
Ivan Cavaleiro;Fulham FC;27;attack;Angola;6300000;Premier League;36;2472;3;0;2;0;46;16;1;1200;52;21
Matteo Lovato;Atalanta BC;21;Defender;Italy;6300000;Serie A;24;1386;0;0;5;0;1;0;0;792;3;18
Tyrick Mitchell;Crystal Palace;22;Defender;England;6300000;Premier League;19;1710;1;1;1;0;2;2;3;1025;15;29
Pierre Kalulu;AC Milan;21;Defender;France;6300000;Serie A;13;727;1;1;1;0;3;1;1;576;3;13
Otavio;FC Girondins Bordeaux;27;midfield;Brazil;6300000;Ligue 1;18;1559;1;0;6;0;6;2;1;1093;6;48
Morgan Gibbs-White;Sheffield United;21;midfield;England;6300000;Premier League;11;414;1;0;1;0;9;3;1;293;7;6
Stephan El Shaarawy;AS Roma;28;attack;Italy;6300000;Serie A;10;572;1;1;1;0;16;7;1;309;9;2
Pascal Gross;"Brighton &amp; Hove Albion";30;midfield;Germany;6300000;Premier League;34;2484;3;8;3;0;28;4;9;1900;11;24
